Loan_ID,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term
LP001183,0.08617242758069187,0.034166666666666665,0.3490909090909091,0.75
LP001185,0.045057838933392165,0.07012499999999999,0.27636363636363637,0.75
LP001187,0.03837085855313047,0.11283333333333333,0.2872727272727273,0.75
LP001190,0.03777799225137531,0.06420833333333333,0.18363636363636363,0.75
LP001203,0.0434309035006687,0.0,0.32,0.75
LP001208,0.10133877483489363,0.167875,0.33636363636363636,0.375
LP001210,0.03125646293206855,0.11633333333333333,0.16363636363636364,0.75
LP001211,0.0804230032125081,0.0,0.2109090909090909,0.75
LP001219,0.05022818458823367,0.08179166666666667,0.2509090909090909,0.75
LP001220,0.07761033517627432,0.034083333333333334,0.18181818181818182,0.75
LP001221,0.05024197217664658,0.0,0.2,0.75
LP001226,0.024128279722593723,0.08433333333333333,0.16363636363636364,0.75
LP001230,0.08961932468391953,0.10833333333333332,0.36363636363636365,0.75
LP001231,0.05054529912173062,0.0,0.15272727272727274,0.75
LP001232,0.058735126638999574,0.1625,0.33636363636363636,0.0
LP001237,0.05739773056294724,0.06145833333333333,0.29454545454545455,0.75
LP001242,0.0324835583008176,0.07925,0.19636363636363635,0.75
LP001268,0.09364530050048946,0.13908333333333334,0.34,0.0
LP001270,0.11030070730328559,0.010416666666666666,0.34,0.75
LP001284,0.03335217637083098,0.071125,0.22545454545454546,0.75
LP001287,0.04825655944518745,0.034708333333333334,0.21818181818181817,0.75
LP001291,0.04825655944518745,0.12820833333333334,0.2909090909090909,0.75
LP001298,0.05674971390754043,0.041666666666666664,0.05454545454545454,0.375
LP001312,0.07297770546953633,0.0,0.16727272727272727,0.75
LP001313,0.03791586813550442,0.0,0.23636363636363636,0.75
LP001317,0.060692964193632896,0.0,0.23636363636363636,0.75
LP001321,0.049814556935846355,0.14745833333333333,0.24363636363636362,0.375
LP001323,0.03831570819947883,0.15266666666666667,0.32,0.75
LP001324,0.0650774173089385,0.0,0.16363636363636364,0.375
LP001332,0.033297026017179335,0.07170833333333333,0.2,0.75
LP001335,0.09673372030498147,0.012166666666666666,0.22727272727272727,0.75
LP001338,0.06849673923534035,0.0,0.34363636363636363,0.75
LP001347,0.028967723255525376,0.0625,0.19636363636363635,0.75
LP001348,0.061906271973969036,0.0,0.22727272727272727,0.75
LP001351,0.04021839540046051,0.14929166666666666,0.2509090909090909,0.75
LP001352,0.06480166554068029,0.0,0.24545454545454545,0.75
LP001358,0.047498242082477354,0.0,0.23636363636363636,0.75
LP001359,0.10569565277337341,0.0,0.34,0.75
LP001361,0.033889892318934495,0.21270833333333333,0.3418181818181818,0.75
LP001366,0.044809662341959766,0.0,0.17272727272727273,0.75
LP001368,0.06153400708682045,0.0,0.11818181818181818,0.75
LP001375,0.05629472348991438,0.07395833333333333,0.25272727272727274,0.125
LP001380,0.05377159481035172,0.08725,0.4218181818181818,0.75
LP001386,0.06549104496132582,0.14929166666666666,0.26181818181818184,0.75
LP001400,0.04940092928345903,0.143125,0.2818181818181818,0.75
LP001407,0.043968619448772214,0.09862499999999999,0.3381818181818182,0.75
LP001413,0.0876339119524604,0.0,0.09090909090909091,0.75
LP001415,0.04705703925326421,0.168875,0.0,0.75
LP001419,0.10961132788264005,0.0,0.33636363636363636,0.75
LP001420,0.052792676033035064,0.04595833333333333,0.2963636363636364,0.75
LP001428,1.0,0.0,0.6545454545454545,0.75
LP001445,0.05702546567579865,0.0,0.27090909090909093,1.0
LP001446,0.11649133450068248,0.0,0.4672727272727273,0.75
LP001450,0.06143749396793007,0.0,0.2381818181818182,0.375
LP001452,0.06390547229384108,0.3333333333333333,0.18545454545454546,0.375
LP001455,0.049235478222504105,0.079875,0.24545454545454545,0.75
LP001466,0.0422727460739842,0.0,0.17272727272727273,0.75
LP001471,0.04460284851576611,0.08395833333333333,0.14,0.75
LP001472,0.06973762219250232,0.0,0.36363636363636365,0.75
LP001475,0.043954831860359304,0.09525,0.23636363636363636,0.75
LP001483,0.18638062016572682,0.0,0.7090909090909091,0.75
LP001486,0.060169035833942286,0.10416666666666666,0.33636363636363636,0.75
LP001490,0.0657116463759324,0.06858333333333333,0.18181818181818182,0.75
LP001496,0.06354699499510541,0.09720833333333333,0.22363636363636363,0.75
LP001499,0.08631030346482098,0.0,0.2,0.75
LP001500,0.045954032180231356,0.175,0.46545454545454545,0.75
LP001501,0.04825655944518745,0.13541666666666666,0.2545454545454545,0.75
LP001517,0.13400157178507907,0.0,0.11090909090909092,0.75
LP001527,0.09423816680224462,0.0,0.3418181818181818,0.75
LP001534,0.061382343614278426,0.0,0.2381818181818182,0.75
LP001542,0.031187524990004,0.0,0.0,1.0
LP001547,0.05378538239876463,0.0,0.2109090909090909,0.75
LP001548,0.03704725006549105,0.0,0.09090909090909091,0.375
LP001558,0.030925560810158695,0.09304166666666666,0.19454545454545455,0.75
LP001561,0.04711218960691586,0.053625,0.36363636363636365,0.75
LP001563,0.022004991107005475,0.07333333333333333,0.21636363636363637,0.75
LP001567,0.062223386507465984,0.0,0.21818181818181817,0.75
LP001568,0.06204414785809814,0.0,0.2545454545454545,0.75
LP001573,0.06236126239159509,0.05625,0.3,0.75
LP001584,0.06538074425402253,0.0,0.19636363636363635,0.75
LP001587,0.05628093590150147,0.0,0.1690909090909091,0.75
LP001589,0.04711218960691586,0.0,0.18545454545454546,0.75
LP001591,0.04028733334252506,0.1415,0.22181818181818183,0.75
LP001599,0.05745288091659888,0.19808333333333333,0.2909090909090909,0.75
LP001601,0.05850073763598009,0.17179166666666665,0.28545454545454546,0.75
LP001607,0.0,0.07333333333333333,0.32727272727272727,0.75
LP001611,0.02090198403397262,0.12083333333333333,0.14545454545454545,0.0
LP001613,0.02429373078354865,0.11108333333333333,0.1890909090909091,0.75
LP001622,0.009982214010947345,0.14625,0.38727272727272727,0.75
LP001627,0.04308621379034593,0.0,0.11818181818181818,0.75
LP001650,0.03216644376732066,0.15845833333333334,0.26545454545454544,0.75
LP001651,0.04618842118325084,0.065,0.24545454545454545,0.75
LP001652,0.034468971032276745,0.26725,0.34,0.75
LP001655,0.17234485516138373,0.0,0.5454545454545454,0.75
LP001660,0.06434667512305423,0.0,0.21818181818181817,0.75
LP001662,0.08961932468391953,0.0,0.1290909090909091,0.75
LP001663,0.10340691309683024,0.0,0.4090909090909091,0.75
LP001667,0.04236925919287458,0.0,0.12727272727272726,0.375
LP001695,0.04578858111927643,0.087,0.12727272727272726,0.0
LP001703,0.045954032180231356,0.05291666666666667,0.22545454545454546,0.75
LP001718,0.04675371230818018,0.0,0.24,0.75
LP001728,0.04609190806436046,0.06320833333333332,0.19090909090909092,0.75
LP001735,0.04991107005473673,0.0,0.16363636363636364,0.75
LP001737,0.055150353651642794,0.0,0.1509090909090909,0.175
LP001739,0.058707551462173754,0.0,0.22727272727272727,0.75
LP001742,0.06204414785809814,0.0,0.2672727272727273,0.75
LP001757,0.027768203063602146,0.121875,0.21818181818181817,0.75
LP001769,0.045954032180231356,0.05208333333333333,0.2,0.75
LP001771,0.05629472348991438,0.0,0.18727272727272729,0.75
LP001785,0.06517393042782887,0.0,0.2727272727272727,0.75
LP001787,0.04258986060748115,0.12495833333333332,0.18181818181818182,0.5
LP001789,0.09367287567731529,0.022,0.25272727272727274,0.75
LP001791,0.44120282921314236,0.0,1.0,0.75
LP001794,0.15014683781659752,0.0,0.4727272727272727,0.025
LP001797,0.17842518165147736,0.0,0.2727272727272727,0.625
LP001815,0.04516813964069545,0.0,0.16363636363636364,0.75
LP001817,0.1199933819575618,0.0,0.3618181818181818,0.75
LP001818,0.06538074425402253,0.029875,0.25272727272727274,0.75
LP001822,0.08134677163617313,0.0,0.2727272727272727,0.75
LP001827,0.04234168401604876,0.17954166666666665,0.32727272727272727,0.75
LP001831,0.03837085855313047,0.06066666666666667,0.20545454545454545,0.75
LP001842,0.06893794206455349,0.0,0.2690909090909091,0.75
LP001853,0.03395883026099905,0.09833333333333333,0.21272727272727274,0.75
LP001855,0.06693874174468144,0.0,0.13090909090909092,0.75
LP001857,0.022046353872244205,0.10308333333333333,0.22727272727272727,0.625
LP001862,0.05854210040121882,0.17691666666666667,0.3890909090909091,0.75
LP001867,0.05974162059314206,0.09545833333333333,0.24181818181818182,0.7291666666666666
LP001878,0.080285127328379,0.105375,0.34,0.75
LP001881,0.10885301051992996,0.0,0.26,0.75
LP001886,0.057218491913579396,0.17733333333333332,0.38,0.75
LP001906,0.04086641205586731,0.0,0.15272727272727274,0.75
LP001909,0.07697610610928043,0.0,0.2109090909090909,0.75
LP001911,0.03733678942216217,0.0,0.11818181818181818,0.75
LP001921,0.04384453115305602,0.09874999999999999,0.14545454545454545,0.5
LP001923,0.03127025052048146,0.0,0.3090909090909091,0.75
LP001933,0.015731638379131108,0.08404166666666667,0.21818181818181817,0.75
LP001943,0.04194184395207434,0.13195833333333332,0.24545454545454545,0.75
LP001950,0.024128279722593723,0.12229166666666666,0.1709090909090909,0.75
LP001959,0.04913896510361373,0.0,0.14363636363636365,0.75
LP001961,0.054571274938300544,0.0,0.2,0.75
LP001973,0.06180975885507866,0.0,0.23636363636363636,0.75
LP001975,0.0720401494574584,0.0,0.26,0.75
LP001979,0.041597154241751574,0.11854166666666666,0.28909090909090907,0.375
LP001995,0.03351762743178591,0.07583333333333334,0.2,0.75
LP001999,0.06772463428421735,0.19225,0.2909090909090909,0.75
LP002007,0.034468971032276745,0.138875,0.2381818181818182,0.75
LP002009,0.04023218298887342,0.0,0.11818181818181818,0.75
LP002016,0.07070275338140607,0.0,0.26,0.75
LP002017,0.21111555377848862,0.0,0.34,0.75
LP002018,0.054571274938300544,0.10966666666666666,0.2909090909090909,0.75
LP002027,0.05975540818155497,0.12270833333333334,0.3,0.75
LP002028,0.06008631030346483,0.0,0.2,0.75
LP002042,0.055150353651642794,0.16320833333333332,0.3145454545454546,0.75
LP002045,0.14016462380565015,0.03125,0.2727272727272727,0.0
LP002046,0.06180975885507866,0.0,0.24545454545454545,0.75
LP002047,0.062333687214769264,0.04933333333333333,0.2727272727272727,0.75
LP002056,0.12639082298115237,0.0,0.42727272727272725,0.75
LP002057,0.18038301920611066,0.0,0.0,0.75
LP002059,0.10856347116325883,0.16529166666666667,0.610909090909091,0.75
LP002062,0.05974162059314206,0.0,0.24,0.175
LP002064,0.05629472348991438,0.0,0.17454545454545456,0.75
LP002069,0.052186022142866995,0.12133333333333333,0.32727272727272727,0.75
LP002070,0.03659225964786499,0.08324999999999999,0.23272727272727273,0.75
LP002077,0.13787588412910698,0.11208333333333333,0.7490909090909091,0.75
LP002083,0.0804230032125081,0.0,0.2109090909090909,0.75
LP002090,0.0661252740283197,0.0,0.20727272727272728,0.75
LP002096,0.027575176825821397,0.06666666666666667,0.20909090909090908,0.75
LP002099,0.035020474568793175,0.029166666666666667,0.1890909090909091,0.75
LP002102,0.02619641798453033,0.06008333333333333,0.16,0.75
LP002105,0.12003474472280054,0.0,0.19636363636363635,1.0
LP002107,0.03936356491886004,0.022583333333333334,0.16363636363636364,0.75
LP002111,0.041583366653338664,0.05416666666666666,0.18181818181818182,0.75
LP002117,0.0435549917963849,0.09891666666666667,0.19636363636363635,0.75
LP002118,0.026706558755808022,0.048,0.14181818181818182,0.75
LP002123,0.03602696852293565,0.10070833333333333,0.22363636363636363,0.75
LP002125,0.06838643852803707,0.10833333333333332,0.34,0.75
LP002148,0.04238304678128749,0.045125,0.26545454545454544,0.75
LP002152,0.058087109983592775,0.0,0.14545454545454545,0.75
LP002165,0.028099105185512004,0.16779166666666667,0.18181818181818182,0.75
LP002167,0.03256628383129507,0.0,0.1,0.75
LP002168,0.07352920900605275,0.09999999999999999,0.36363636363636365,0.75
LP002172,0.07423237601511119,0.0,0.2727272727272727,0.75
LP002176,0.07869955466089426,0.0,0.2727272727272727,0.75
LP002183,0.05175860690206676,0.15495833333333334,0.21454545454545454,0.0
LP002184,0.04017703263522177,0.08875,0.2727272727272727,0.625
LP002186,0.03787450537026569,0.10241666666666667,0.21454545454545454,0.075
LP002192,0.10795681727309077,0.09095833333333334,0.38545454545454544,0.75
LP002195,0.048353072564077816,0.13116666666666665,0.38545454545454544,0.75
LP002208,0.051662093783176384,0.089125,0.22727272727272727,0.75
LP002212,0.02986391650236457,0.09025,0.19636363636363635,0.75
LP002240,0.04825655944518745,0.09033333333333333,0.27090909090909093,0.75
LP002245,0.03992885604378938,0.0,0.14545454545454545,1.0
LP002253,0.06979277254615396,0.0,0.27636363636363637,0.625
LP002256,0.07147485833252906,0.0,0.34,0.75
LP002257,0.035089412510857725,0.0,0.13454545454545455,0.75
LP002264,0.03519971321816101,0.07366666666666666,0.18545454545454546,0.75
LP002270,0.04737415378676116,0.15870833333333334,0.18181818181818182,0.75
LP002279,0.033255663251940605,0.11479166666666667,0.23636363636363636,0.75
LP002286,0.07141970797887742,0.0,0.22727272727272727,0.75
LP002294,0.2055867308249114,0.6044583333333333,0.23636363636363636,0.75
LP002298,0.0394325028609246,0.1245,0.2509090909090909,0.75
LP002306,0.01617284120834425,0.06641666666666667,0.05090909090909091,0.375
LP002310,0.10478567193812131,0.0,0.16727272727272727,0.75
LP002311,0.029739828206648375,0.0745,0.1890909090909091,0.75
LP002316,0.03076010974920377,0.11558333333333333,0.32,0.75
LP002321,0.03135297605095893,0.21712499999999998,0.21272727272727274,0.75
LP002325,0.08501427015400737,0.582625,0.18545454545454546,0.75
LP002326,0.03464820968164459,0.04625,0.19454545454545455,0.75
LP002329,0.05974162059314206,0.0,0.12,1.0
LP002333,0.05299948985922873,0.0,0.19090909090909092,0.75
LP002339,0.05359235616098389,0.06320833333333332,0.19090909090909092,0.75
LP002344,0.04839443532931655,0.034499999999999996,0.19090909090909092,0.75
LP002346,0.035006686980380265,0.071,0.22727272727272727,0.75
LP002354,0.029050448786002842,0.0,0.11636363636363636,0.75
LP002355,0.043927256683533485,0.13104166666666667,0.2727272727272727,0.375
LP002358,0.06893794206455349,0.09025,0.2727272727272727,0.75
LP002360,0.13787588412910698,0.0,0.0,0.75
LP002375,0.05436446111210688,0.0,0.11636363636363636,0.75
LP002376,0.040328696107763795,0.0,0.07272727272727272,0.375
LP002383,0.04469936163465649,0.018208333333333333,0.2581818181818182,1.0
LP002385,0.05326145403907403,0.0,0.12727272727272726,0.625
LP002389,0.05553640612720429,0.0,0.2381818181818182,0.75
LP002394,0.0552882295357719,0.042708333333333334,0.21818181818181817,0.75
LP002397,0.051276041307614886,0.06604166666666667,0.20727272727272728,0.75
LP002399,0.03940492768409878,0.0,0.22363636363636363,0.75
LP002400,0.052847826386686704,0.0,0.16727272727272727,0.75
LP002402,0.045954032180231356,0.17866666666666667,0.2909090909090909,0.75
LP002412,0.04145927835762247,0.15520833333333334,0.27454545454545454,0.75
LP002415,0.025507038563884792,0.1909583333333333,0.14727272727272728,0.75
LP002417,0.03849494684884667,0.109125,0.3109090909090909,0.75
LP002420,0.0411145886472997,0.06458333333333333,0.2,0.75
LP002425,0.04711218960691586,0.03075,0.18181818181818182,0.75
LP002433,0.25975816569923754,0.0,0.4254545454545455,0.75
LP002440,0.04129382729666754,0.04666666666666666,0.33454545454545453,0.75
LP002441,0.04934577892980739,0.13783333333333334,0.2509090909090909,0.75
LP002442,0.05287540156351253,0.058333333333333334,0.20363636363636364,1.0
LP002445,0.05313736574335783,0.14895833333333333,0.21272727272727274,0.75
LP002450,0.0804230032125081,0.03125,0.0890909090909091,0.75
LP002471,0.04836686015249073,0.0,0.18,0.75
LP002476,0.022542707055108992,0.10183333333333333,0.18,0.75
LP002482,0.045954032180231356,0.16316666666666665,0.38545454545454544,0.75
LP002485,0.34189082987494657,0.0,0.43636363636363634,0.75
LP002495,0.07813426353596492,0.018333333333333333,0.23636363636363636,0.75
LP002496,0.04825655944518745,0.0,0.1709090909090909,0.75
LP002523,0.03823298266900137,0.062375,0.19636363636363635,0.75
LP002542,0.08961932468391953,0.0,0.26181818181818184,0.75
LP002550,0.07954059755408181,0.0,0.2,0.375
LP002551,0.050104096292517476,0.03791666666666667,0.32,0.75
LP002553,0.40214259123936635,0.0,0.33636363636363636,0.75
LP002554,0.02986391650236457,0.08570833333333333,0.22181818181818183,0.75
LP002561,0.06893794206455349,0.0,0.2290909090909091,0.75
LP002566,0.07624536392339616,0.0,0.24545454545454545,0.75
LP002568,0.12408829571619628,0.0,0.22181818181818183,0.75
LP002570,0.13787588412910698,0.4860833333333333,0.8363636363636363,0.75
LP002572,0.1206413986129686,0.0,0.54,0.75
LP002581,0.029739828206648375,0.11374999999999999,0.2545454545454545,0.75
LP002584,0.027189124350259896,0.18112499999999998,0.19272727272727272,0.75
LP002592,0.06870355306153401,0.0,0.25636363636363635,0.75
LP002593,0.11489197424478485,0.16666666666666666,0.0,0.75
LP002599,0.05055908671014353,0.08333333333333333,0.3090909090909091,0.75
LP002604,0.04365150491527527,0.11804166666666666,0.2636363636363636,0.75
LP002605,0.045099201698630895,0.0,0.16363636363636364,0.75
LP002609,0.030897985633332875,0.08333333333333333,0.16,0.75
LP002610,0.02470735843593597,0.106875,0.23272727272727273,0.75
LP002612,0.03675771070881992,0.0,0.15272727272727274,1.0
LP002614,0.0893159977388355,0.0,0.19636363636363635,0.75
LP002630,0.052503136676363936,0.0,0.1509090909090909,0.75
LP002635,0.05141391719174399,0.0,0.21272727272727274,0.75
LP002639,0.05680486426119208,0.0,0.23272727272727273,0.75
LP002644,0.10340691309683024,0.0,0.13636363636363635,0.75
LP002651,0.0868618070013374,0.0,0.22727272727272727,0.75
LP002654,0.20663458754429265,0.0,0.32181818181818184,0.75
LP002657,0.007858925395359099,0.08854166666666666,0.12363636363636364,0.75
LP002711,0.03584772987356782,0.029166666666666667,0.17454545454545456,0.75
LP002712,0.03768147913248494,0.045125,0.32727272727272727,0.75
LP002721,0.10340691309683024,0.0,0.3327272727272727,0.75
LP002735,0.05320630368542238,0.0,0.22,0.75
LP002744,0.09410029091811552,0.0,0.29454545454545455,0.75
LP002745,0.05112437783507287,0.19583333333333333,0.24,0.75
LP002746,0.07326724482620744,0.0,0.2672727272727273,0.75
LP002747,0.032621434184946715,0.21966666666666665,0.2781818181818182,0.75
LP002754,0.028485157661073502,0.08783333333333333,0.1890909090909091,0.175
LP002759,0.06893794206455349,0.0,0.27090909090909093,0.75
LP002760,0.0519378455514346,0.0,0.24363636363636362,0.625
LP002766,0.10835665733706518,0.036625,0.3,0.375
LP002769,0.05905224117249652,0.0,0.21818181818181817,0.75
LP002774,0.023438900301948187,0.12083333333333333,0.12181818181818181,0.75
LP002775,0.06573922155275821,0.0,0.22727272727272727,0.75
LP002781,0.04250713507700368,0.11408333333333333,0.21818181818181817,0.75
LP002782,0.036771498297232835,0.06425,0.2690909090909091,0.75
LP002786,0.02270815811606392,0.07341666666666666,0.3290909090909091,0.75
LP002790,0.046877800603896375,0.0,0.14545454545454545,0.25
LP002791,0.22060141460657118,0.20833333333333331,0.07272727272727272,0.75
LP002793,0.07352920900605275,0.0,0.16363636363636364,0.75
LP002802,0.03963931668711826,0.10066666666666667,0.17272727272727273,0.0125
LP002803,0.03584772987356782,0.02575,0.22181818181818183,0.75
LP002805,0.06950323318948283,0.029166666666666667,0.2727272727272727,0.75
LP002806,0.09593404017703264,0.058791666666666666,0.2727272727272727,0.75
LP002816,0.04825655944518745,0.06908333333333333,0.1890909090909091,0.75
LP002823,0.07595582456672503,0.0,0.26,0.75
LP002825,0.13372582001682087,0.0,0.5454545454545454,0.75
LP002826,0.04992485764314964,0.11320833333333333,0.3109090909090909,0.75
LP002843,0.06492575383639648,0.0,0.20545454545454545,0.75
LP002849,0.02090198403397262,0.08129166666666666,0.06363636363636363,0.75
LP002850,0.03309021219098567,0.0,0.08363636363636363,0.75
LP002853,0.041569579064925755,0.08333333333333333,0.2636363636363636,0.75
LP002856,0.03160115264239132,0.06491666666666666,0.21636363636363637,0.75
LP002857,0.03253870865446925,0.13979166666666668,0.15818181818181817,0.5
LP002858,0.05974162059314206,0.09720833333333333,0.29454545454545455,0.75
LP002860,0.03616484440706476,0.20129166666666665,0.22181818181818183,0.375
LP002867,0.0547643011760813,0.178125,0.34,0.75
LP002869,0.04855988639027148,0.0,0.14727272727272728,0.375
LP002870,0.06480166554068029,0.0,0.14545454545454545,0.75
LP002876,0.09455528133574156,0.0,0.32,0.75
LP002878,0.11490576183319776,0.0,0.4727272727272727,0.75
LP002879,0.04675371230818018,0.08191666666666667,0.24181818181818182,0.75
LP002885,0.03954280356822788,0.0,0.12727272727272726,0.75
LP002890,0.047125977195328767,0.057499999999999996,0.24545454545454545,0.75
LP002891,0.034468971032276745,0.012333333333333333,0.24909090909090909,0.625
LP002899,0.11949702877469702,0.0,0.4618181818181818,0.75
LP002901,0.031477064346675125,0.625,0.19272727272727272,0.75
LP002907,0.08020240179790153,0.03791666666666667,0.19818181818181818,0.75
LP002920,0.07057866508568987,0.15704166666666666,0.21818181818181817,0.75
LP002921,0.07329482000303328,0.007791666666666666,0.2872727272727273,0.375
LP002932,0.10482703470336004,0.050541666666666665,0.35818181818181816,0.75
LP002935,0.052268747673344454,0.08066666666666666,0.15454545454545454,0.75
LP002952,0.034468971032276745,0.0,0.10909090909090909,0.75
LP002954,0.04318272690923631,0.0,0.13818181818181818,0.75
LP002962,0.055150353651642794,0.111125,0.27636363636363637,0.75
LP002965,0.11788388093038647,0.17729166666666665,0.17454545454545456,0.75
LP002969,0.03128403810889437,0.09029166666666666,0.18,0.75
LP002971,0.05527444194735899,0.07404166666666666,0.20545454545454545,0.75
LP002975,0.05732879262088268,0.029541666666666664,0.20909090909090908,0.75
LP002980,0.044809662341959766,0.08304166666666667,0.2290909090909091,0.75
LP002986,0.06893794206455349,0.09970833333333333,0.2872727272727273,0.75
LP002989,0.12684581339877843,0.0,0.1781818181818182,0.375
